V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-0.852937533,1.269790885,-0.272090364,-1.169661552,0.763581755,1.117696303,1.157987298,0.954173493,0.99839397,-1.262531657,0
-0.835468239,0.669989937,1.487111475,-0.438094298,1.293665436,0.958817422,0.958090376,0.259404875,0.165505252,-0.997174053,0
-0.852657427,1.344136699,0.064668624,-0.268587283,1.078332184,0.910538446,1.062600851,0.832348718,0.497440903,-0.988788791,0
-1.070967552,0.428002198,0.166333985,-0.924425733,1.136928167,0.900469108,0.877164458,0.901680351,-0.057056893,-1.1463289,0
-0.70172737,1.430427104,0.968693533,-1.217941552,0.523297102,1.082100887,1.420616191,-0.160150714,0.797843407,-1.189086392,0
-1.050147712,0.489940439,1.507375861,-1.032567834,0.913473912,1.056685047,1.105996585,-0.992914842,0.707632289,-1.163545937,0
-0.74247776,0.764429048,1.267105446,-1.257403235,0.906483268,1.309577867,1.264736312,-0.170516087,1.959154436,-1.101295256,0
-0.834825781,0.096677644,-0.314086391,-0.707382264,1.126006423,1.005888397,1.08361856,-0.491743277,0.582787512,-1.08581635,0
-1.560817273,1.271398964,0.726135407,-0.830709944,0.72562147,0.917392953,0.797150801,0.288495797,0.883111818,-0.953556587,0
-1.164983055,1.613409478,-0.157046117,-1.233849402,0.959636866,0.746093491,0.688681507,-0.424696657,1.072871094,-1.050826841,0
-0.504773639,1.079338561,-0.492582044,-0.93630818,0.977508947,1.308264778,0.59553251,0.395421151,0.608521669,-0.91278045,0
-0.336267224,1.669732453,1.285339012,-0.719463089,0.976771413,0.897587626,1.239929412,1.094077833,0.731229241,-0.832901695,0
-0.277228325,0.733607398,0.695421727,-1.104670747,0.572432194,0.89702068,0.792646034,2.742835336,1.180374324,-0.958382815,0
-1.235915885,0.557799227,0.647528592,-0.961294714,0.948849217,0.803859785,1.045678299,-0.601324898,0.936279563,-1.081755913,0
-0.969309421,0.416653197,0.422396718,-1.049473581,1.419183199,1.298665743,1.375091821,0.256909949,1.582706847,-1.162572495,0
-0.833452645,1.269818848,-0.355028484,-1.087225668,1.258855776,1.116555339,1.219549411,-0.499055363,0.878636121,-0.921578764,0
-1.087740227,-0.12082143,0.433169253,-0.82625447,0.826750822,0.750910325,0.893054425,1.343063423,0.675303548,-0.891852848,0
-0.66055319,0.15826353,0.800119609,-0.9506813,1.328049654,0.81049137,1.383708981,1.131071052,1.108168613,-1.052873508,0
-1.09422959,1.182431694,1.470777041,-0.883351156,1.237896173,0.956861127,0.926435083,-1.260283623,2.151165668,-0.628763831,0
-0.864544425,1.065457267,0.76041599,-0.682305359,1.077796455,0.994564945,1.320152168,0.467059075,0.728372689,-1.025668557,0
-1.15839998,1.949518361,-0.718523672,-1.004170179,1.050853701,1.007761088,0.622447,1.8681086,0.850306176,-0.756810703,0
-0.962440861,0.868509045,-1.027479545,-1.121207297,1.086788025,0.955154337,0.936323604,0.848164111,0.477137758,-1.096601663,0
-0.725196503,0.554498368,1.141924304,-1.095131274,0.724619866,0.744477866,0.968344465,1.638087418,0.722065683,-1.097396327,0
-1.143287808,0.780993261,-0.76263711,-1.20298312,0.877892736,0.795777105,1.087968254,-0.831021792,0.759482947,-0.768486477,0
-0.784411206,1.006007758,0.878120521,-0.921030101,1.442869075,0.939134774,0.988819529,0.185910381,0.18304244,-0.765660002,0
-0.877094752,0.588479905,0.086887956,-0.960393545,1.100695381,1.10787504,0.856024235,0.753906155,2.000601059,-0.631132191,0
-1.112561297,0.063161228,0.187452408,-0.586282772,1.008365526,0.681419892,0.726396323,-1.307635972,0.738558615,-0.66139679,0
-0.991244688,1.47107494,1.307784741,-1.420498231,0.503456991,0.815136299,0.766859294,-0.457391614,1.017856281,-1.073786708,0
-1.274452247,0.398424737,1.93434253,-0.610501419,1.154738472,1.161641686,1.131789733,1.595626457,0.489245632,-0.936865929,0
-0.898094031,1.924957512,-0.052536053,-0.696066972,1.048228978,1.244869699,1.137918795,0.958290984,0.548852452,-0.572113363,0
-0.939567965,0.146334587,0.710574841,-1.337718465,1.069816777,0.932771384,0.933091653,-0.683718061,0.369268114,-0.923114961,0
-0.535419978,0.396001439,2.066093862,-1.037526612,1.100880305,0.82745664,0.795791577,1.349769466,0.995300433,-0.92370026,0
-0.614090837,0.927411515,0.890993515,-0.986086131,0.711336771,0.901034811,0.846520493,-0.40751837,0.972391198,-1.1343941,0
-0.516172477,-0.397361379,1.369222545,-1.078212868,1.114348818,1.045317055,0.632383462,0.742955959,1.087943442,-1.034533178,0
-0.900383942,0.373472267,0.297775543,-1.075126304,1.197500422,0.840154884,1.021325396,0.614182476,0.321650632,-0.677987331,0
-0.862662542,2.554110177,1.115519559,-1.131543851,0.800832981,1.024906332,0.996549385,0.820015027,1.216934307,-0.974291211,0
-0.701755298,0.298839182,0.863620629,-0.631208053,1.338729243,0.676674121,0.845784055,0.102426066,0.457470022,-0.725161774,0
-0.936637962,1.14927273,0.605725198,-0.678361513,0.895411919,1.417962031,1.018496872,-0.495919317,0.917275142,-1.215682539,0
-0.715200474,0.689441091,1.867867603,-1.022699838,0.686603007,1.042181932,0.851451761,-0.127243686,0.687513111,-0.808571091,0
-1.437826113,0.471567137,1.62744438,-0.610111326,1.082603178,0.814121933,1.256987716,0.581595604,0.32828631,-0.855449964,0
-0.718993711,0.884614321,-0.701583144,-1.166110899,1.288047182,1.07895982,1.189857915,-0.342222488,0.75460323,-1.084865358,0
-1.39720326,0.476982202,1.207209708,-1.069255435,0.978206395,0.828639678,0.946077879,0.937699615,0.916087103,-1.031320771,0
-1.065846258,0.276579724,0.481100732,-0.785817551,1.211226289,0.898852345,1.151654631,0.553351822,0.191394649,-0.92240236,0
-1.132384156,0.53142343,0.588673986,-1.023929858,0.899821943,1.231082034,0.811000942,1.149822184,0.638241994,-1.301242587,0
-0.932195329,1.388409859,1.650130361,-0.897673506,1.061833401,1.069091655,0.918910593,0.393307092,1.138024047,-1.235415698,0
-1.16726072,0.780501556,0.277376925,-1.095317851,0.352425682,0.841098925,0.786534375,0.720744022,1.097019322,-0.9194202,0
-0.790441275,0.631606553,0.702898036,-0.8979667,1.522440354,0.819839748,1.002585055,0.393166019,1.540597392,-1.033058746,0
-0.380431975,0.603254196,0.723854303,-1.096755156,1.089367376,1.226989479,1.200305192,1.959651644,0.541131586,-1.209229454,0
-0.374111056,1.492554216,0.584257588,-0.785171038,0.646646868,1.004076479,0.925294126,2.200985236,1.194551936,-0.880462581,0
-0.602309954,1.292621174,0.721381377,-0.609861733,1.082526228,1.054894768,0.631838649,0.748239687,1.290500747,-1.021452796,0
-1.256517702,0.540294359,0.428506114,-1.158707063,0.585724432,0.997027384,1.121487169,-0.728397958,1.318672691,-1.052817479,0
-0.68969241,1.347330051,0.776571926,-1.030537456,1.150376891,1.18422043,0.846075357,0.405149693,0.822699789,-1.324088615,0
-0.041814845,0.81409305,0.499474091,-0.520069896,1.433393039,1.198471037,0.779510795,0.854616736,0.292796232,-0.836337255,0
-1.078292677,0.660619122,0.177465839,-1.137579999,1.043523775,0.980826787,0.951017732,0.641324265,1.060131667,-1.482535845,0
-1.468596707,0.64812259,0.154143286,-1.216848758,1.218537036,1.196691625,0.776282647,0.848694535,0.267420741,-1.128602122,0
-0.383720094,1.105977165,-0.178189617,-0.998100423,0.763060072,0.874533437,0.825969786,-0.471076901,1.259366498,-1.038985168,0
-1.167847037,0.743036962,-0.818218281,-1.099349245,1.123935433,1.152176392,0.83601193,0.52498314,-0.303486936,-1.40246071,0
-1.230280944,1.166022892,-1.04455557,-0.940988778,0.741760914,0.762329695,1.127038602,1.357564686,1.473128837,-1.035161693,0
-1.956726654,0.894798008,1.604128941,-1.087534209,0.73603197,0.90221897,0.625445971,-0.183607908,1.69890706,-0.893736763,0
-1.506551244,0.733386981,-0.665020623,-0.652476802,0.519398278,0.95240709,0.896525123,0.499646593,0.551901462,-0.444034635,0
-0.800624105,0.618690124,0.531904056,-0.938167488,1.331073079,1.188944521,1.133202772,1.831813861,1.414573426,-1.102054315,0
-0.986663515,1.240021433,0.393577462,-0.935389117,0.80904818,1.015652008,1.091156249,1.264063105,0.906933527,-1.156769086,0
-0.739907543,0.375528072,1.287704104,-0.964060651,0.597821183,1.132068653,0.779317782,-0.357655485,0.904022751,-0.852806516,0
-0.75070677,0.139317368,1.103379019,-1.360309232,1.124142432,1.027081585,0.786299412,2.5474689,1.013888909,-0.672751978,0
-1.346803277,1.066528551,1.456768081,-0.705908138,0.915777513,1.035197841,1.339042324,0.232731661,1.051167844,-1.134066002,0
-0.759612287,0.969066713,0.873953337,-0.506242441,1.352229247,0.809615931,0.877677834,0.884841203,0.379409042,-0.901477758,0
-0.827938937,0.864110844,0.638191883,-0.958532271,0.968575485,1.186099166,1.229848875,0.67987006,1.24483171,-1.079819761,0
-0.486275068,1.403341535,-0.450216416,-1.342881357,1.107345819,0.880246451,1.008963986,0.235465376,1.218376722,-0.840291557,0
-1.17872735,0.458155295,1.396989675,-1.06989379,0.770960199,0.952058543,0.536882753,1.79842388,1.631978865,-1.09031244,0
-0.950612006,1.09250157,-0.747692941,-1.012923782,0.78828148,0.603175928,0.725479287,-0.234756511,1.030679287,-0.720843197,0
-1.381271701,0.596444933,0.189000716,-0.675837055,1.284029794,1.208547709,1.312371541,1.674716119,1.094197932,-1.254923458,0
-0.69658579,0.765946779,0.767251351,-1.072462315,0.700227529,1.232152117,1.557584607,1.982609667,0.955560465,-0.61078067,0
-0.536139545,1.226368485,2.669126796,-1.024294177,0.932336727,0.721435273,0.898127477,-0.113134069,0.67321866,-1.33187788,0
-0.085204234,1.296328704,0.2599665,-0.955726954,0.587488197,1.004934912,1.32493861,-0.149399693,0.907712689,-0.980265687,0
-0.966668906,0.832327186,0.41519487,-1.256135014,0.947623043,0.866138911,0.952800043,-0.474786618,1.05976196,-0.825370017,0
-0.103249487,0.929871951,0.03381825,-1.11964143,1.092104266,0.986334411,1.059843756,-1.033756847,0.446249047,-1.006629246,0
-0.84039816,1.085199267,0.847554476,-1.061029672,1.01947746,0.858170497,0.817368099,0.107063273,1.374251433,-1.170255155,0
-0.675658924,0.803612462,0.294088939,-0.819073354,1.311314186,0.707570096,0.710892686,-0.579342963,0.555379734,-0.450103129,0
-1.319513897,1.256485837,-0.13169333,-0.505010987,0.935512735,1.061333559,0.998853369,0.114980501,0.47802934,-1.13641036,0
-0.137951235,1.454309406,0.113222556,-1.189614579,0.767018671,1.034810631,0.990790649,0.888300083,0.756806019,-1.060198907,0
-1.060008582,-0.182483201,0.873636311,-0.981364019,1.192553088,0.958693061,1.026791418,0.826610095,0.725174895,-1.253183612,0
-0.920547063,0.449193007,-1.391591517,-1.447312571,1.002977175,0.946317041,0.822134906,1.700466115,0.868931685,-1.103592554,0
-1.057546413,0.568210496,-0.587060102,-0.8189249,0.840567391,1.088862488,0.868118275,-0.581791862,1.46052862,-0.617839879,0
-0.988287855,1.195257271,1.500971435,-1.55433456,0.885330581,1.094714703,0.74039057,1.971815209,1.362562489,-0.885003098,0
-0.416202982,1.467334835,0.740678375,-0.773860802,1.293448886,0.894954851,1.68178834,1.034597962,0.996639232,-0.874120291,0
-1.471758551,1.247335651,0.894896228,-1.14416547,1.083933487,0.987802658,0.894892834,-0.639180697,0.700116221,-1.058444755,0
-0.939188083,0.956737537,-0.427006562,-0.995689192,0.568809167,0.814847101,0.772462829,0.247438821,0.598456253,-0.935009249,0
-0.73513596,0.529518154,-0.605230057,-1.370151236,1.086221735,1.132796667,1.005492686,-0.191085374,1.003375168,-1.118741791,0
-1.1718058,0.804171981,-0.142250442,-1.212266027,1.11040001,0.777888074,0.79274206,-0.249280908,0.528629416,-0.929629692,0
-1.256560229,1.305214852,2.198002591,-0.356806612,0.656164298,1.085710822,0.7079625,0.625553611,0.530592458,-1.082268994,0
-1.552242983,-0.322922146,1.292108093,-0.948935888,0.492146988,0.693086515,1.243565802,0.381747189,1.572110707,-0.852014627,0
-0.979787939,0.668837333,-0.132027295,-1.143816039,1.091583725,0.974002572,1.399945885,1.717516131,0.376320081,-0.986168181,0
-0.526578807,1.024546242,0.078671629,-0.877749267,1.109653458,0.731475095,0.770784598,1.058130673,0.84946265,-0.855340192,0
-0.492261045,1.226284831,0.194481539,-0.736162193,0.6178175,1.250687112,0.967410911,1.197934464,1.196709643,-1.006842663,0
-0.712822313,1.48752176,1.542317328,-0.977367117,0.967108955,0.840413096,1.001226858,-1.125287853,1.704119966,-0.884307993,0
-1.803696406,0.317318357,0.499134934,-0.901490733,0.919016773,0.876831606,0.975897081,1.040133935,0.713794067,-1.426150223,0
-1.408801781,1.284025815,1.994021909,-0.855262011,1.211576227,0.981283996,1.001093169,0.566721922,0.522602117,-0.956450488,0
-0.718878169,0.872449269,-0.047575826,-0.781422278,0.800318204,1.295464677,0.903616733,1.393592386,0.996355478,-1.128335266,0
-0.535480416,1.56543721,-0.545757764,-0.847841983,0.69908726,1.019883092,1.011683429,-0.63975196,1.039115216,-1.142445745,0
-0.648274949,1.31043976,0.270437972,-1.167803852,0.623644646,0.859437055,1.1034758,-0.712491673,0.344489701,-0.896919833,0
-0.996220503,0.327230975,0.601435475,-0.971417935,0.955201963,0.966647718,1.073861448,1.313733949,1.125187553,-0.776320383,0
-0.790869439,0.405436975,0.443723415,-1.555547597,0.809440033,1.078895838,0.766751595,0.697951507,0.69060131,-0.987845913,0
-0.673177786,0.833035267,0.614290296,-1.214819676,1.150391297,1.053633134,1.155608772,-1.10050862,0.76333623,-1.112440737,0
-1.037319898,1.272985221,1.152547715,-0.701272607,0.836068055,0.810352162,0.872682352,0.086874859,0.684092493,-1.045108416,0
-1.126366687,0.968496984,-0.598780482,-0.892094611,1.221670979,0.952732696,0.90075076,0.16255359,0.570288047,-1.003762165,0
-1.09946101,0.93445732,1.188070103,-1.126256563,1.118175273,1.290285508,1.135926268,0.350291872,0.691610256,-1.271448123,0
-0.621865282,0.948502018,0.586024234,-1.0248773,0.773161329,1.019904782,0.850391768,0.606245809,0.763449307,-1.227734014,0
-0.764774399,-0.156325576,0.080140835,-1.490203542,0.898686604,1.172862695,0.961172786,0.833669198,1.092301072,-1.014650535,0
0.085049019,1.641183646,0.787312947,-0.669664726,1.056288449,1.265567909,0.289518346,0.728965914,1.25876161,-0.828688062,0
-1.182140179,1.807846254,1.078085252,-1.03802158,0.722811878,1.021059637,0.850641803,0.025016111,1.162187629,-0.917618761,0
-1.14695082,1.446796494,0.028862642,-1.177135336,1.574071059,0.9699091,0.676635031,1.129728555,1.214195518,-1.178847957,0
0.2525814,0.21328509,0.645274158,-0.678321084,0.930166655,0.859443475,1.002594764,0.488516054,0.060978851,-0.510436885,0
-1.431327981,0.515830571,0.634634449,-0.730935177,1.414900645,0.937372167,0.631488864,-1.747637779,0.409008016,-1.18557046,0
-0.950510533,0.940854231,0.144357379,-1.068076197,0.993386073,1.065909792,1.251432446,0.17847969,0.133711703,-0.951724431,0
-1.600741759,0.53915162,-1.254468763,-0.936342813,1.090641355,0.98039746,1.131778757,1.06420661,1.055474114,-0.934356803,0
-1.353000433,1.508723001,-0.50607939,-1.228960204,0.998763685,1.207227746,0.882442042,-0.512449047,0.133659696,-1.361578392,0
-1.583962299,0.771131504,-0.135649193,-1.023397857,1.224656095,0.948134546,1.377416538,0.4560601,0.259819148,-0.975872537,0
-0.747445667,0.980391681,-1.029351416,-1.013447484,0.939841134,1.228496224,0.999419002,0.309722005,0.541518983,-1.075327469,0
-0.522969694,0.763335058,0.336521637,-0.605593691,0.550320555,1.116724081,0.792698363,-0.06491938,1.298309045,-0.974229211,0
-0.461675316,0.692516643,0.784230605,-0.881830818,1.083196882,0.861632808,1.036295152,-1.551294692,0.92479201,-1.085673347,0
-0.168555864,1.529665858,0.551481765,-0.80265412,1.330606914,0.770025007,0.718149673,0.271358924,0.617596908,-0.888464179,0
-1.063890584,1.688923534,-0.02126093,-0.911904437,0.791945997,0.795282447,0.890063436,-0.646874871,1.511880314,-0.969238456,0
-1.089250945,1.004493426,0.142086746,-0.859679748,0.92745855,0.964619806,0.760122579,0.741314358,1.102275534,-0.8356122,0
-0.588300573,0.098933262,0.393543159,-1.091116787,1.198515204,1.314383005,0.874927451,0.274846231,1.075595983,-1.30040808,0
-0.936906074,0.985540474,0.644673776,-0.633849596,1.35509412,1.265181985,0.915771415,0.589611115,1.401528242,-0.967993727,0
-0.86552156,1.625492171,-0.598103163,-1.11750796,1.062108992,1.060843361,0.529236693,0.729031546,0.47341591,-0.818033359,0
-0.902268998,1.00876665,0.493279193,-0.962172036,1.156008304,1.246951081,0.870485971,0.134014094,1.509604061,-0.801746881,0
-0.866882913,1.037862863,0.398968952,-1.1972057,0.544241416,1.033570388,0.842105307,0.476416068,0.435303369,-1.235062797,0
-0.5552182,-0.132288243,-0.760539254,-1.161919333,0.628249215,0.808518055,1.159762538,1.153282393,0.456975868,-1.004185611,0
-0.623151979,0.903139733,1.005635493,-1.418258589,0.584760532,0.844884304,0.448052834,-0.527557373,1.387383306,-0.91444938,0
-0.983476488,0.771712358,-0.394864268,-1.176882164,1.079506931,1.102354154,0.580212908,0.434421241,1.381756838,-0.691811497,0
-0.641667895,0.542241042,-0.685425336,-1.052405352,1.077932917,0.791095913,1.065052745,0.937324722,1.279942865,-1.052373473,0
-0.762791221,0.846234281,-0.865966424,-0.690329943,0.411520569,1.15686355,0.910487297,0.349638,0.63316804,-0.87413282,0
-0.758849709,0.694561902,-0.31692279,-1.031159202,0.858663618,0.808706312,1.269989489,1.954794984,0.907383842,-1.261831738,0
-0.971058804,0.684172927,-0.4878156,-0.86772929,1.67449384,1.274183949,0.958923605,1.278779439,1.300209149,-1.110839768,0
-0.917022736,0.4273679,0.323960012,-1.252233569,1.292411381,0.820284058,0.89976513,-0.055940581,1.385113304,-1.151010901,0
-1.273995998,0.942720002,0.266677199,-0.735016781,0.334516179,0.59998739,1.124082441,-0.875956015,0.784776267,-0.672425146,0
-0.802287832,0.724746245,0.657302591,-1.089542247,1.044821758,1.063192441,1.004994395,0.997733567,1.212202246,-1.061864611,0
-0.762405112,1.059072274,2.329320692,-1.041587837,0.522676555,0.933941602,1.210184695,1.120182174,0.970115386,-1.016076854,0
-1.092031814,1.212747089,1.344788961,-0.88003872,0.801230861,1.105626464,1.023545332,-1.152834056,0.300637149,-0.675595566,0
-1.135992505,-0.142578784,-1.129010338,-1.186734029,1.362104635,1.240018533,0.969791459,0.478244889,1.273416729,-0.927800929,0
-1.141633726,1.078254107,1.867761306,-0.760438282,0.846358632,0.884482095,1.416050735,1.812108872,0.664759027,-1.110132237,0
-0.424297255,0.714319807,2.231830258,-0.568429683,0.39098325,0.532695348,0.685233103,0.687414751,0.741792272,-1.221303171,0
-0.758893446,0.602340549,0.358576527,-1.187482765,0.768769243,0.824389812,0.939295475,1.421806083,2.40374698,-0.942128446,0
-0.819993661,0.344364765,-0.231654972,-1.076033483,1.005477907,0.844651594,1.208132847,0.815641702,0.31518697,-0.887836481,0
-0.980590489,1.393888793,0.352037864,-0.999707377,1.168046152,1.01842588,0.974388777,1.696597647,1.63123531,-0.856702966,0
-0.691580646,0.762633197,-0.6857206,-0.917092994,0.873351302,1.152360697,0.975749992,-0.354477757,1.063132851,-1.013586751,0
-1.012537284,0.889926016,0.397716741,-1.652668788,1.395605584,0.879096988,1.324395843,-0.305295239,0.863888079,-1.026128503,0
-0.826117073,1.384552927,0.148574501,-1.260955767,1.277448749,0.978152821,1.275852778,1.030688544,1.934101591,-1.024620463,0
-1.240331241,0.841864825,0.477751336,-0.578714438,1.332568818,0.786580655,1.375503962,0.351782687,0.854466172,-0.803944349,0
-1.26777934,0.840220299,0.368451944,-1.123647961,0.760261784,0.604150317,0.668383498,-0.392912415,1.693099523,-1.168605868,0
-0.151836308,0.824580751,1.241068908,-0.891870471,0.957547368,1.011299706,0.825325964,1.785618546,1.280911642,-0.874432274,0
-0.255131781,1.224820667,1.74542337,-1.278238152,1.206505182,0.910071359,0.504647701,0.586761122,0.743313075,-0.936519496,0
-1.982609447,0.338430027,-0.440170903,-1.098254285,0.917813092,0.918114098,0.919280661,0.633491079,0.823668269,-0.394929899,0
-0.883112387,0.631052089,-0.196847584,-1.00107791,1.243970306,0.841995529,0.410818203,1.182667337,0.677987391,-0.850093856,0
-0.632308758,1.056744835,-0.47788414,-0.765139104,1.04614847,1.012093154,1.130489811,1.892196385,1.047282492,-1.046416835,0
-1.546789163,1.135400232,0.620530164,-1.065146603,1.451959278,1.293989331,1.145425035,0.03815208,0.35474556,-1.222401456,0
-0.519093265,1.001865568,1.610050418,-1.207688821,1.123918423,1.090496765,1.099164866,-0.645756833,0.401951657,-1.059334975,0
-1.007927716,0.827939477,-0.759552263,-1.099866051,0.91209176,1.132612324,0.990700738,-2.540508359,1.368023513,-0.868106774,0
-0.930366082,0.373881995,1.264082612,-0.998190577,1.053018901,0.805483399,0.720013105,1.390096466,1.012925024,-1.378888513,0
-0.906008948,0.96149853,0.644228073,-1.010692548,0.785393447,0.975510183,1.083729272,0.599745183,0.278596733,-1.047059515,0
-0.40068758,1.768569526,1.584138582,-1.095478767,0.747838232,0.920024963,1.14050113,0.12604919,0.704482188,-0.698700489,0
